v1	V(vd)
3.120000000000002e-001	4.375826e-002
3.130000000000002e-001	4.389852e-002
3.140000000000002e-001	4.403877e-002
3.150000000000002e-001	4.417901e-002
3.160000000000002e-001	4.431927e-002
3.170000000000002e-001	4.445952e-002
3.180000000000002e-001	4.459977e-002
3.190000000000002e-001	4.474002e-002
3.200000000000002e-001	4.488027e-002
3.210000000000002e-001	4.502052e-002
3.220000000000002e-001	4.516077e-002
3.230000000000002e-001	4.530102e-002
3.240000000000002e-001	4.544127e-002
3.250000000000002e-001	4.558152e-002
3.260000000000002e-001	4.572178e-002
3.270000000000002e-001	4.586203e-002
3.280000000000002e-001	4.600228e-002
3.290000000000002e-001	4.614253e-002
3.300000000000002e-001	4.628278e-002
3.310000000000002e-001	4.642303e-002
3.320000000000002e-001	4.656328e-002
3.330000000000002e-001	4.670353e-002
3.340000000000002e-001	4.684378e-002
3.350000000000002e-001	4.698403e-002
3.360000000000002e-001	4.712429e-002
3.370000000000002e-001	4.726453e-002
3.380000000000002e-001	4.740478e-002
3.390000000000003e-001	4.754504e-002
3.400000000000003e-001	4.768529e-002
3.410000000000003e-001	4.782554e-002
3.420000000000003e-001	4.796579e-002
3.430000000000003e-001	4.810604e-002
3.440000000000003e-001	4.824629e-002
3.450000000000003e-001	4.838654e-002
3.460000000000003e-001	4.852679e-002
3.470000000000003e-001	4.866704e-002
3.480000000000003e-001	4.880729e-002
3.490000000000003e-001	4.894755e-002
3.500000000000003e-001	4.908780e-002
3.510000000000003e-001	4.922805e-002
3.520000000000003e-001	4.936830e-002
3.530000000000003e-001	4.950855e-002
3.540000000000003e-001	4.964880e-002
3.550000000000003e-001	4.978905e-002
3.560000000000003e-001	4.992930e-002
3.570000000000003e-001	5.006955e-002
3.580000000000003e-001	5.020980e-002
3.590000000000003e-001	5.035006e-002
3.600000000000003e-001	5.049030e-002
3.610000000000003e-001	5.063055e-002
3.620000000000003e-001	5.077080e-002
3.630000000000003e-001	5.091106e-002
3.640000000000003e-001	5.105131e-002
3.650000000000003e-001	5.119156e-002
3.660000000000003e-001	5.133181e-002
3.670000000000003e-001	5.147206e-002
3.680000000000003e-001	5.161231e-002
3.690000000000003e-001	5.175256e-002
3.700000000000003e-001	5.189281e-002
3.710000000000003e-001	5.203306e-002
3.720000000000003e-001	5.217331e-002
3.730000000000003e-001	5.231357e-002
3.740000000000003e-001	5.245382e-002
3.750000000000003e-001	5.259407e-002
3.760000000000003e-001	5.273432e-002
3.770000000000003e-001	5.287457e-002
3.780000000000003e-001	5.301482e-002
3.790000000000003e-001	5.315507e-002
3.800000000000003e-001	5.329532e-002
3.810000000000003e-001	5.343557e-002
3.820000000000003e-001	5.357582e-002
3.830000000000003e-001	5.371607e-002
3.840000000000003e-001	5.385632e-002
3.850000000000003e-001	5.399657e-002
3.860000000000003e-001	5.413683e-002
3.870000000000003e-001	5.427708e-002
3.880000000000003e-001	5.441733e-002
3.890000000000003e-001	5.455758e-002
3.900000000000003e-001	5.469783e-002
3.910000000000003e-001	5.483808e-002
3.920000000000003e-001	5.497833e-002
3.930000000000003e-001	5.511858e-002
3.940000000000003e-001	5.525883e-002
3.950000000000003e-001	5.539908e-002
3.960000000000003e-001	5.553934e-002
3.970000000000003e-001	5.567959e-002
3.980000000000003e-001	5.581984e-002
3.990000000000003e-001	5.596009e-002
4.000000000000003e-001	5.610034e-002
4.010000000000003e-001	5.624059e-002
4.020000000000003e-001	5.638084e-002
4.030000000000003e-001	5.652109e-002
4.040000000000003e-001	5.666134e-002
4.050000000000003e-001	5.680159e-002
4.060000000000003e-001	5.694184e-002
4.070000000000003e-001	5.708209e-002
4.080000000000003e-001	5.722234e-002
4.090000000000003e-001	5.736260e-002
4.100000000000003e-001	5.750285e-002
4.110000000000003e-001	5.764310e-002
4.120000000000003e-001	5.778335e-002
4.130000000000003e-001	5.792360e-002
4.140000000000003e-001	5.806385e-002
4.150000000000003e-001	5.820410e-002
4.160000000000003e-001	5.834435e-002
4.170000000000003e-001	5.848460e-002
4.180000000000003e-001	5.862485e-002
4.190000000000003e-001	5.876511e-002
4.200000000000003e-001	5.890536e-002
4.210000000000003e-001	5.904561e-002
4.220000000000003e-001	5.918586e-002
4.230000000000003e-001	5.932611e-002
4.240000000000003e-001	5.946636e-002
4.250000000000003e-001	5.960661e-002
4.260000000000003e-001	5.974686e-002
4.270000000000003e-001	5.988711e-002
4.280000000000003e-001	6.002736e-002
4.290000000000003e-001	6.016761e-002
4.300000000000003e-001	6.030786e-002
4.310000000000003e-001	6.044811e-002
4.320000000000003e-001	6.058836e-002
4.330000000000003e-001	6.072862e-002
4.340000000000003e-001	6.086887e-002
4.350000000000003e-001	6.100912e-002
4.360000000000003e-001	6.114937e-002
4.370000000000003e-001	6.128962e-002
4.380000000000003e-001	6.142987e-002
4.390000000000003e-001	6.157012e-002
4.400000000000003e-001	6.171037e-002
4.410000000000003e-001	6.185062e-002
4.420000000000003e-001	6.199087e-002
4.430000000000003e-001	6.213113e-002
4.440000000000003e-001	6.227138e-002
4.450000000000003e-001	6.241162e-002
4.460000000000003e-001	6.255188e-002
4.470000000000003e-001	6.269213e-002
4.480000000000003e-001	6.283238e-002
4.490000000000003e-001	6.297263e-002
4.500000000000003e-001	6.311288e-002
4.510000000000004e-001	6.325313e-002
4.520000000000004e-001	6.339338e-002
4.530000000000004e-001	6.353363e-002
4.540000000000004e-001	6.367388e-002
4.550000000000004e-001	6.381413e-002
4.560000000000004e-001	6.395438e-002
4.570000000000004e-001	6.409463e-002
4.580000000000004e-001	6.423489e-002
4.590000000000004e-001	6.437514e-002
4.600000000000004e-001	6.451539e-002
4.610000000000004e-001	6.465564e-002
4.620000000000004e-001	6.479589e-002
4.630000000000004e-001	6.493614e-002
4.640000000000004e-001	6.507640e-002
4.650000000000004e-001	6.521665e-002
4.660000000000004e-001	6.535690e-002
4.670000000000004e-001	6.549715e-002
4.680000000000004e-001	6.563739e-002
4.690000000000004e-001	6.577764e-002
4.700000000000004e-001	6.591789e-002
4.710000000000004e-001	6.605815e-002
4.720000000000004e-001	6.619840e-002
4.730000000000004e-001	6.633865e-002
4.740000000000004e-001	6.647890e-002
4.750000000000004e-001	6.661915e-002
4.760000000000004e-001	6.675940e-002
4.770000000000004e-001	6.689965e-002
4.780000000000004e-001	6.703991e-002
4.790000000000004e-001	6.718016e-002
4.800000000000004e-001	6.732041e-002
4.810000000000004e-001	6.746066e-002
4.820000000000004e-001	6.760091e-002
4.830000000000004e-001	6.774116e-002
4.840000000000004e-001	6.788141e-002
4.850000000000004e-001	6.802166e-002
4.860000000000004e-001	6.816191e-002
4.870000000000004e-001	6.830216e-002
4.880000000000004e-001	6.844241e-002
4.890000000000004e-001	6.858266e-002
4.900000000000004e-001	6.872291e-002
4.910000000000004e-001	6.886317e-002
4.920000000000004e-001	6.900342e-002
4.930000000000004e-001	6.914367e-002
4.940000000000004e-001	6.928392e-002
4.950000000000004e-001	6.942417e-002
4.960000000000004e-001	6.956442e-002
4.970000000000004e-001	6.970467e-002
4.980000000000004e-001	6.984492e-002
4.990000000000004e-001	6.998517e-002
5.000000000000003e-001	7.012542e-002
5.010000000000003e-001	7.026567e-002
5.020000000000003e-001	7.040592e-002
5.030000000000003e-001	7.054617e-002
5.040000000000003e-001	7.068643e-002
5.050000000000003e-001	7.082668e-002
5.060000000000003e-001	7.096693e-002
5.070000000000003e-001	7.110718e-002
5.080000000000003e-001	7.124743e-002
5.090000000000003e-001	7.138768e-002
5.100000000000003e-001	7.152793e-002
5.110000000000003e-001	7.166819e-002
5.120000000000003e-001	7.180844e-002
5.130000000000003e-001	7.194868e-002
5.140000000000004e-001	7.208893e-002
5.150000000000004e-001	7.222918e-002
5.160000000000004e-001	7.236943e-002
5.170000000000004e-001	7.250968e-002
5.180000000000004e-001	7.264994e-002
5.190000000000004e-001	7.279019e-002
5.200000000000004e-001	7.293044e-002
5.210000000000004e-001	7.307069e-002
5.220000000000004e-001	7.321094e-002
5.230000000000004e-001	7.335119e-002
5.240000000000004e-001	7.349145e-002
5.250000000000004e-001	7.363170e-002
5.260000000000004e-001	7.377195e-002
5.270000000000004e-001	7.391220e-002
5.280000000000004e-001	7.405245e-002
5.290000000000004e-001	7.419270e-002
5.300000000000004e-001	7.433295e-002
5.310000000000004e-001	7.447320e-002
5.320000000000004e-001	7.461345e-002
5.330000000000004e-001	7.475370e-002
5.340000000000004e-001	7.489395e-002
5.350000000000004e-001	7.503420e-002
5.360000000000004e-001	7.517445e-002
5.370000000000004e-001	7.531470e-002
5.380000000000004e-001	7.545496e-002
5.390000000000004e-001	7.559521e-002
5.400000000000004e-001	7.573546e-002
5.410000000000004e-001	7.587571e-002
5.420000000000004e-001	7.601596e-002
5.430000000000004e-001	7.615621e-002
5.440000000000004e-001	7.629646e-002
5.450000000000004e-001	7.643671e-002
5.460000000000004e-001	7.657696e-002
5.470000000000004e-001	7.671721e-002
5.480000000000004e-001	7.685746e-002
5.490000000000004e-001	7.699771e-002
5.500000000000004e-001	7.713796e-002
5.510000000000004e-001	7.727822e-002
5.520000000000004e-001	7.741847e-002
5.530000000000004e-001	7.755872e-002
5.540000000000004e-001	7.769897e-002
5.550000000000004e-001	7.783922e-002
5.560000000000004e-001	7.797947e-002
5.570000000000004e-001	7.811972e-002
5.580000000000004e-001	7.825997e-002
5.590000000000004e-001	7.840022e-002
5.600000000000004e-001	7.854047e-002
5.610000000000004e-001	7.868072e-002
5.620000000000004e-001	7.882097e-002
5.630000000000004e-001	7.896122e-002
5.640000000000004e-001	7.910147e-002
5.650000000000004e-001	7.924173e-002
5.660000000000004e-001	7.938198e-002
5.670000000000004e-001	7.952223e-002
5.680000000000004e-001	7.966248e-002
5.690000000000004e-001	7.980273e-002
5.700000000000004e-001	7.994298e-002
5.710000000000004e-001	8.008324e-002
5.720000000000004e-001	8.022349e-002
5.730000000000004e-001	8.036374e-002
5.740000000000004e-001	8.050399e-002
5.750000000000004e-001	8.064424e-002
5.760000000000004e-001	8.078448e-002
5.770000000000004e-001	8.092473e-002
5.780000000000004e-001	8.106499e-002
5.790000000000004e-001	8.120524e-002
5.800000000000004e-001	8.134549e-002
5.810000000000004e-001	8.148574e-002
5.820000000000004e-001	8.162599e-002
5.830000000000004e-001	8.176624e-002
5.840000000000004e-001	8.190649e-002
5.850000000000004e-001	8.204675e-002
5.860000000000004e-001	8.218700e-002
5.870000000000004e-001	8.232725e-002
5.880000000000004e-001	8.246750e-002
5.890000000000004e-001	8.260775e-002
5.900000000000004e-001	8.274800e-002
5.910000000000004e-001	8.288825e-002
5.920000000000004e-001	8.302850e-002
5.930000000000004e-001	8.316875e-002
5.940000000000004e-001	8.330900e-002
5.950000000000004e-001	8.344925e-002
5.960000000000004e-001	8.358950e-002
5.970000000000004e-001	8.372975e-002
5.980000000000004e-001	8.387001e-002
5.990000000000004e-001	8.401026e-002
6.000000000000004e-001	8.415051e-002
6.010000000000004e-001	8.429076e-002
6.020000000000004e-001	8.443101e-002
6.030000000000004e-001	8.457126e-002
6.040000000000004e-001	8.471151e-002
6.050000000000004e-001	8.485176e-002
6.060000000000004e-001	8.499201e-002
6.070000000000004e-001	8.513226e-002
6.080000000000004e-001	8.527251e-002
6.090000000000004e-001	8.541276e-002
6.100000000000004e-001	8.555301e-002
6.110000000000004e-001	8.569327e-002
6.120000000000004e-001	8.583352e-002
6.130000000000004e-001	8.597377e-002
6.140000000000004e-001	8.611402e-002
6.150000000000004e-001	8.625427e-002
6.160000000000004e-001	8.639452e-002
6.170000000000004e-001	8.653477e-002
6.180000000000004e-001	8.667503e-002
6.190000000000004e-001	8.681528e-002
6.200000000000004e-001	8.695552e-002
6.210000000000004e-001	8.709577e-002
6.220000000000004e-001	8.723602e-002
6.230000000000004e-001	8.737627e-002
6.240000000000004e-001	8.751652e-002
6.250000000000004e-001	8.765678e-002
6.260000000000004e-001	8.779703e-002
6.270000000000005e-001	8.793728e-002
6.280000000000005e-001	8.807753e-002
6.290000000000005e-001	8.821778e-002
6.300000000000005e-001	8.835803e-002
6.310000000000005e-001	8.849829e-002
6.320000000000005e-001	8.863854e-002
6.330000000000005e-001	8.877879e-002
6.340000000000005e-001	8.891904e-002
6.350000000000005e-001	8.905929e-002
6.360000000000005e-001	8.919954e-002
6.370000000000005e-001	8.933979e-002
6.380000000000005e-001	8.948004e-002
6.390000000000005e-001	8.962029e-002
6.400000000000005e-001	8.976054e-002
6.410000000000005e-001	8.990079e-002
6.420000000000005e-001	9.004104e-002
6.430000000000005e-001	9.018129e-002
6.440000000000005e-001	9.032154e-002
6.450000000000005e-001	9.046180e-002
6.460000000000005e-001	9.060205e-002
6.470000000000005e-001	9.074230e-002
6.480000000000005e-001	9.088255e-002
6.490000000000005e-001	9.102280e-002
6.500000000000005e-001	9.116305e-002
6.510000000000005e-001	9.130330e-002
6.520000000000005e-001	9.144355e-002
6.530000000000005e-001	9.158380e-002
6.540000000000005e-001	9.172405e-002
6.550000000000005e-001	9.186430e-002
6.560000000000005e-001	9.200455e-002
6.570000000000005e-001	9.214480e-002
6.580000000000005e-001	9.228506e-002
6.590000000000005e-001	9.242531e-002
6.600000000000005e-001	9.256556e-002
6.610000000000005e-001	9.270581e-002
6.620000000000005e-001	9.284606e-002
6.630000000000005e-001	9.298631e-002
6.640000000000005e-001	9.312656e-002
6.650000000000005e-001	9.326681e-002
6.660000000000005e-001	9.340706e-002
6.670000000000005e-001	9.354731e-002
6.680000000000005e-001	9.368756e-002
6.690000000000005e-001	9.382781e-002
6.700000000000005e-001	9.396806e-002
6.710000000000005e-001	9.410832e-002
6.720000000000005e-001	9.424857e-002
6.730000000000005e-001	9.438882e-002
6.740000000000005e-001	9.452907e-002
6.750000000000005e-001	9.466932e-002
6.760000000000005e-001	9.480957e-002
6.770000000000005e-001	9.494982e-002
6.780000000000005e-001	9.509008e-002
6.790000000000005e-001	9.523033e-002
6.800000000000005e-001	9.537058e-002
6.810000000000005e-001	9.551083e-002
6.820000000000005e-001	9.565108e-002
6.830000000000005e-001	9.579132e-002
6.840000000000005e-001	9.593157e-002
6.850000000000005e-001	9.607183e-002
6.860000000000005e-001	9.621208e-002
6.870000000000005e-001	9.635233e-002
6.880000000000005e-001	9.649258e-002
6.890000000000005e-001	9.663283e-002
6.900000000000005e-001	9.677308e-002
6.910000000000005e-001	9.691334e-002
6.920000000000005e-001	9.705359e-002
6.930000000000005e-001	9.719384e-002
6.940000000000005e-001	9.733409e-002
6.950000000000005e-001	9.747434e-002
6.960000000000005e-001	9.761459e-002
6.970000000000005e-001	9.775484e-002
6.980000000000005e-001	9.789509e-002
6.990000000000005e-001	9.803534e-002
7.000000000000005e-001	9.817559e-002
7.010000000000005e-001	9.831584e-002
7.020000000000005e-001	9.845609e-002
7.030000000000005e-001	9.859634e-002
7.040000000000005e-001	9.873659e-002
7.050000000000005e-001	9.887685e-002
7.060000000000005e-001	9.901710e-002
7.070000000000005e-001	9.915735e-002
7.080000000000005e-001	9.929760e-002
7.090000000000005e-001	9.943785e-002
7.100000000000005e-001	9.957810e-002
7.110000000000005e-001	9.971835e-002
7.120000000000005e-001	9.985860e-002
7.130000000000005e-001	9.999885e-002
7.140000000000005e-001	1.001391e-001
7.150000000000005e-001	1.002794e-001
7.160000000000005e-001	1.004196e-001
7.170000000000005e-001	1.005599e-001
7.180000000000005e-001	1.007001e-001
7.190000000000005e-001	1.008404e-001
7.200000000000005e-001	1.009806e-001
7.210000000000005e-001	1.011209e-001
7.220000000000005e-001	1.012611e-001
7.230000000000005e-001	1.014014e-001
7.240000000000005e-001	1.015416e-001
7.250000000000005e-001	1.016819e-001
7.260000000000005e-001	1.018221e-001
7.270000000000005e-001	1.019624e-001
7.280000000000005e-001	1.021026e-001
7.290000000000005e-001	1.022429e-001
7.300000000000005e-001	1.023831e-001
7.310000000000005e-001	1.025234e-001
7.320000000000005e-001	1.026636e-001
7.330000000000005e-001	1.028039e-001
7.340000000000005e-001	1.029441e-001
